year,state_county,inctot,mortamt1,sex,age,ftotinc,foodstmp_1,foodstmp_2,foodstmp_All,foodstmp_1_freq,foodstmp_2_freq,sex_1,sex_2,sex_All,sex_2_freq,sex_1_freq,marst_1,marst_2,marst_3,marst_4,marst_5,marst_6,marst_All,marst_5_freq,marst_6_freq,marst_1_freq,marst_4_freq,marst_3_freq,marst_2_freq,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_All,race_1_freq,race_2_freq,race_7_freq,race_8_freq,race_5_freq,race_6_freq,race_3_freq,race_4_freq,race_9_freq,ctz_stat_1,ctz_stat_2,ctz_stat_3,ctz_stat_All,ctz_stat_1_freq,ctz_stat_3_freq,ctz_stat_2_freq,lang_1,lang_2,lang_All,lang_1_freq,lang_2_freq,educ_attain_1.0,educ_attain_2.0,educ_attain_3.0,educ_attain_4.0,educ_attain_All,educ_attain_2.0_freq,educ_attain_1.0_freq,educ_attain_3.0_freq,educ_attain_4.0_freq,empstat_1.0,empstat_2.0,empstat_3.0,empstat_All,empstat_1.0_freq,empstat_3.0_freq,empstat_2.0_freq,state_po,county_name,democrat,green,liberitarian,other,republican,winner
2009,4005,23643.1,976.4,1088,41.3,45145.7,966,122,1088,88.8,11.2,528,560,1088,51.5,48.5,546,21,21,109,50,341,1088,4.6,31.3,50.2,10,1.9,1.9,700,8,317,2,3,8,33,16,1,1088,64.3,0.7,3,1.5,0.3,0.7,29.1,0.2,0.1,1042,16,30,1088,95.8,2.8,1.5,775,313,1088,71.2,28.8,425,552,85,26,1088,50.7,39.1,7.8,2.4,651,53,384,1088,59.8,35.3,4.9,,,,,,,,
2009,4013,29495.3,1077.5,27359,44.8,56236.7,24917,2442,27359,91.1,8.9,13063,14296,27359,52.3,47.7,15125,489,413,3311,1616,6405,27359,5.9,23.4,55.3,12.1,1.5,1.8,23186,1070,412,218,56,647,1280,472,18,27359,84.7,3.9,4.7,1.7,0.2,2.4,1.5,0.8,0.1,22863,1710,2786,27359,83.6,10.2,6.3,21299,6060,27359,77.9,22.1,10074,14472,2532,281,27359,52.9,36.8,9.3,1,16247,1650,9462,27359,59.4,34.6,6,,,,,,,,
2009,4019,25915.9,935.1,7850,47.2,46825.5,6966,884,7850,88.7,11.3,3711,4139,7850,52.7,47.3,4113,139,130,1036,536,1896,7850,6.8,24.2,52.4,13.2,1.7,1.8,6613,209,201,53,18,138,486,125,7,7850,84.2,2.7,6.2,1.6,0.2,1.8,2.6,0.7,0.1,6765,514,571,7850,86.2,7.3,6.5,5929,1921,7850,75.5,24.5,2768,4154,775,153,7850,52.9,35.3,9.9,1.9,4261,375,3214,7850,54.3,40.9,4.8,,,,,,,,
2009,4025,24847.9,975.5,1597,53.2,50084.4,1443,154,1597,90.4,9.6,749,848,1597,53.1,46.9,978,24,16,226,117,236,1597,7.3,14.8,61.2,14.2,1,1.5,1482,16,30,2,4,13,27,21,2,1597,92.8,1,1.7,1.3,0.3,0.8,1.9,0.1,0.1,1486,51,60,1597,93,3.8,3.2,1442,155,1597,90.3,9.7,542,904,133,18,1597,56.6,33.9,8.3,1.1,748,84,765,1597,46.8,47.9,5.3,,,,,,,,
2009,4027,20518.2,788.6,1333,48.7,40965.3,1136,197,1333,85.2,14.8,642,691,1333,51.8,48.2,769,37,35,142,92,258,1333,6.9,19.4,57.7,10.7,2.6,2.8,1084,38,27,0,3,16,139,22,4,1333,81.3,2.9,10.4,1.7,0.2,1.2,2,0,0.3,978,141,214,1333,73.4,16.1,10.6,824,509,1333,61.8,38.2,720,547,58,8,1333,41,54,4.4,0.6,621,71,641,1333,46.6,48.1,5.3,,,,,,,,
2009,5000,19839.9,530.5,17302,47.7,40925.8,15065,2237,17302,87.1,12.9,8250,9052,17302,52.3,47.7,10025,279,389,2170,1595,2844,17302,9.2,16.4,57.9,12.5,2.2,1.6,14557,2103,111,7,5,108,173,228,10,17302,84.1,12.2,1,1.3,0,0.6,0.6,0,0.1,16816,189,297,17302,97.2,1.7,1.1,16629,673,17302,96.1,3.9,9891,6617,714,80,17302,38.2,57.2,4.1,0.5,8928,842,7532,17302,51.6,43.5,4.9,,,,,,,,
2009,5007,28444.6,798.1,1402,45.2,52611.6,1311,91,1402,93.5,6.5,669,733,1402,52.3,47.7,916,17,13,156,101,199,1402,7.2,14.2,65.3,11.1,0.9,1.2,1262,8,15,2,2,29,51,33,0,1402,90,0.6,3.6,2.4,0.1,2.1,1.1,0.1,0,1276,40,86,1402,91,6.1,2.9,1254,148,1402,89.4,10.6,628,667,101,6,1402,47.6,44.8,7.2,0.4,840,55,507,1402,59.9,36.2,3.9,,,,,,,,
2009,5119,28622.1,789.1,2374,46,52171.1,2158,216,2374,90.9,9.1,1081,1293,2374,54.5,45.5,1230,50,52,321,185,536,2374,7.8,22.6,51.8,13.5,2.2,2.1,1650,616,3,4,2,46,23,28,2,2374,69.5,25.9,1,1.2,0.1,1.9,0.1,0.2,0.1,2249,57,68,2374,94.7,2.9,2.4,2221,153,2374,93.6,6.4,913,1215,224,22,2374,51.2,38.5,9.4,0.9,1446,98,830,2374,60.9,35,4.1,,,,,,,,
2009,5143,24996.2,908.1,1386,42.8,48274.8,1253,133,1386,90.4,9.6,653,733,1386,52.9,47.1,768,20,23,131,89,355,1386,6.4,25.6,55.4,9.5,1.7,1.4,1206,50,15,5,2,33,51,24,0,1386,87,3.6,3.7,1.7,0.1,2.4,1.1,0.4,0,1245,31,110,1386,89.8,7.9,2.2,1206,180,1386,87,13,613,660,96,17,1386,47.6,44.2,6.9,1.2,877,71,438,1386,63.3,31.6,5.1,,,,,,,,
2009,6000,25207.4,1226.4,11193,47.2,51910,10379,814,11193,92.7,7.3,5698,5495,11193,49.1,50.9,6096,333,240,1279,804,2441,11193,7.2,21.8,54.5,11.4,2.1,3,9042,242,277,49,43,387,769,361,23,11193,80.8,2.2,6.9,3.2,0.4,3.5,2.5,0.4,0.2,9195,774,1224,11193,82.1,10.9,6.9,8511,2682,11193,76,24,4846,5595,680,72,11193,50,43.3,6.1,0.6,5827,771,4595,11193,52.1,41.1,6.9,,,,,,,,
2009,6001,35951.1,1630,10957,45.1,71207.5,10459,498,10957,95.5,4.5,5139,5818,10957,53.1,46.9,5560,242,215,1097,652,3191,10957,6,29.1,50.7,10,2,2.2,5606,1162,57,1123,120,1733,759,363,34,10957,51.2,10.6,6.9,3.3,1.1,15.8,0.5,10.2,0.3,7012,2250,1695,10957,64,15.5,20.5,6417,4540,10957,58.6,41.4,3435,5690,1526,306,10957,51.9,31.3,13.9,2.8,6768,708,3481,10957,61.8,31.8,6.5,,,,,,,,
2009,6007,22672.1,1010.1,1781,45.7,42929.3,1618,163,1781,90.8,9.2,837,944,1781,53,47,899,27,46,227,144,438,1781,8.1,24.6,50.5,12.7,2.6,1.5,1535,23,30,8,9,43,63,68,2,1781,86.2,1.3,3.5,3.8,0.5,2.4,1.7,0.4,0.1,1622,74,85,1781,91.1,4.8,4.2,1551,230,1781,87.1,12.9,612,1042,111,16,1781,58.5,34.4,6.2,0.9,921,121,739,1781,51.7,41.5,6.8,,,,,,,,
2009,6013,40379.6,1680.6,7335,46.8,80381,7070,265,7335,96.4,3.6,3471,3864,7335,52.7,47.3,4192,125,120,744,460,1694,7335,6.3,23.1,57.2,10.1,1.6,1.7,4979,598,24,351,63,753,363,191,13,7335,67.9,8.2,4.9,2.6,0.9,10.3,0.3,4.8,0.2,5271,1188,876,7335,71.9,11.9,16.2,5054,2281,7335,68.9,31.1,2224,4088,881,142,7335,55.7,30.3,12,1.9,4450,484,2401,7335,60.7,32.7,6.6,,,,,,,,
2009,6017,35246.6,1480,1410,48.4,71652.2,1373,37,1410,97.4,2.6,677,733,1410,52,48,899,24,27,141,65,254,1410,4.6,18,63.8,10,1.9,1.7,1252,7,18,7,11,31,42,38,4,1410,88.8,0.5,3,2.7,0.8,2.2,1.3,0.5,0.3,1258,97,55,1410,89.2,3.9,6.9,1242,168,1410,88.1,11.9,402,834,153,21,1410,59.1,28.5,10.9,1.5,825,86,499,1410,58.5,35.4,6.1,,,,,,,,
2009,6019,23357.6,1030.4,6368,43.7,50408.8,5410,958,6368,85,15,3142,3226,6368,50.7,49.3,3234,169,169,608,404,1784,6368,6.3,28,50.8,9.5,2.7,2.7,4365,276,65,76,52,422,926,179,7,6368,68.5,4.3,14.5,2.8,0.8,6.6,1,1.2,0.1,4652,619,1097,6368,73.1,17.2,9.7,3772,2596,6368,59.2,40.8,3090,2846,377,55,6368,44.7,48.5,5.9,0.9,3489,505,2374,6368,54.8,37.3,7.9,,,,,,,,
2009,6023,22476.5,980.4,1189,45.2,38991.5,1096,93,1189,92.2,7.8,569,620,1189,52.1,47.9,606,16,29,143,92,303,1189,7.7,25.5,51,12,2.4,1.3,1021,9,57,6,2,39,19,32,4,1189,85.9,0.8,1.6,2.7,0.2,3.3,4.8,0.5,0.3,1091,50,48,1189,91.8,4,4.2,1061,128,1189,89.2,10.8,422,676,78,13,1189,56.9,35.5,6.6,1.1,607,68,514,1189,51.1,43.2,5.7,,,,,,,,
2009,6025,18406.6,945.5,1298,44,46484.5,1106,192,1298,85.2,14.8,673,625,1298,48.2,51.8,648,53,47,99,76,375,1298,5.9,28.9,49.9,7.6,3.6,4.1,849,68,11,10,1,14,304,39,2,1298,65.4,5.2,23.4,3,0.1,1.1,0.8,0.8,0.2,760,236,302,1298,58.6,23.3,18.2,371,927,1298,28.6,71.4,727,510,53,8,1298,39.3,56,4.1,0.6,624,117,557,1298,48.1,42.9,9,,,,,,,,
2009,6029,22800.1,1016,5618,43.2,48566.7,4932,686,5618,87.8,12.2,2914,2704,5618,48.1,51.9,2816,181,158,594,364,1505,5618,6.5,26.8,50.1,10.6,2.8,3.2,4085,283,65,30,8,234,754,145,14,5618,72.7,5,13.4,2.6,0.1,4.2,1.2,0.5,0.2,4195,483,940,5618,74.7,16.7,8.6,3507,2111,5618,62.4,37.6,3097,2234,262,25,5618,39.8,55.1,4.7,0.4,2879,393,2346,5618,51.2,41.8,7,,,,,,,,
2009,6031,19716.2,1080.6,1141,41.4,45396.3,1016,125,1141,89,11,662,479,1141,42,58,555,84,28,111,64,299,1141,5.6,26.2,48.6,9.7,2.5,7.4,780,96,27,3,3,28,172,32,0,1141,68.4,8.4,15.1,2.8,0.3,2.5,2.4,0.3,0,892,89,160,1141,78.2,14,7.8,724,417,1141,63.5,36.5,622,481,33,5,1141,42.2,54.5,2.9,0.4,562,76,503,1141,49.3,44.1,6.7,,,,,,,,
2009,6037,28758.9,1515.9,69559,44.3,60535.8,65000,4559,69559,93.4,6.6,33230,36329,69559,52.2,47.8,32978,1839,1762,6228,4109,22643,69559,5.9,32.6,47.4,9,2.5,2.6,38757,5642,448,3499,1041,6858,11455,1734,125,69559,55.7,8.1,16.5,2.5,1.5,9.9,0.6,5,0.2,39125,15558,14876,69559,56.2,21.4,22.4,31952,37607,69559,45.9,54.1,29933,32831,5964,831,69559,47.2,43,8.6,1.2,41272,4945,23342,69559,59.3,33.6,7.1,,,,,,,,
2009,6039,19296.8,1131,1035,45.3,50434.7,905,130,1035,87.4,12.6,432,603,1035,58.3,41.7,532,42,32,101,59,269,1035,5.7,26,51.4,9.8,3.1,4.1,797,58,30,1,0,15,100,34,0,1035,77,5.6,9.7,3.3,0,1.4,2.9,0.1,0,797,82,156,1035,77,15.1,7.9,634,401,1035,61.3,38.7,590,403,36,6,1035,38.9,57,3.5,0.6,471,65,499,1035,45.5,48.2,6.3,,,,,,,,
2009,6041,55071.7,1988,1951,49.9,99466.5,1914,37,1951,98.1,1.9,955,996,1951,51.1,48.9,1096,39,34,267,104,411,1951,5.3,21.1,56.2,13.7,1.7,2,1676,50,3,29,18,50,83,38,4,1951,85.9,2.6,4.3,1.9,0.9,2.6,0.2,1.5,0.2,1596,190,165,1951,81.8,8.5,9.7,1597,354,1951,81.9,18.1,373,1095,434,49,1951,56.1,19.1,22.2,2.5,1139,83,729,1951,58.4,37.4,4.3,,,,,,,,
2009,6047,20655.3,983.5,1782,43.5,43213,1528,254,1782,85.7,14.3,863,919,1782,51.6,48.4,945,38,35,170,119,475,1782,6.7,26.7,53,9.5,2,2.1,1276,72,21,5,12,98,253,43,2,1782,71.6,4,14.2,2.4,0.7,5.5,1.2,0.3,0.1,1266,213,303,1782,71,17,12,964,818,1782,54.1,45.9,953,765,58,6,1782,42.9,53.5,3.3,0.3,946,159,677,1782,53.1,38,8.9,,,,,,,,
2009,6055,39782.8,1657.7,1036,48.1,75061,1013,23,1036,97.8,2.2,486,550,1036,53.1,46.9,568,9,16,120,79,244,1036,7.6,23.6,54.8,11.6,1.5,0.9,864,15,8,7,0,68,54,18,2,1036,83.4,1.4,5.2,1.7,0,6.6,0.8,0.7,0.2,845,105,86,1036,81.6,8.3,10.1,777,259,1036,75,25,341,555,118,22,1036,53.6,32.9,11.4,2.1,606,60,370,1036,58.5,35.7,5.8,,,,,,,,
2009,6059,35355.7,1630.2,22760,45.3,74024.9,21903,857,22760,96.2,3.8,11024,11736,22760,51.6,48.4,12518,469,387,2247,1273,5866,22760,5.6,25.8,55,9.9,1.7,2.1,15188,308,115,700,313,3292,2347,470,27,22760,66.7,1.4,10.3,2.1,1.4,14.5,0.5,3.1,0.1,14652,4527,3581,22760,64.4,15.7,19.9,13442,9318,22760,59.1,40.9,7530,12521,2408,301,22760,55,33.1,10.6,1.3,13990,1419,7351,22760,61.5,32.3,6.2,,,,,,,,
2009,6061,34832.9,1496.3,2720,48.6,71954.2,2658,62,2720,97.7,2.3,1286,1434,2720,52.7,47.3,1732,36,39,271,163,479,2720,6,17.6,63.7,10,1.4,1.3,2381,32,14,36,16,139,47,52,3,2720,87.5,1.2,1.7,1.9,0.6,5.1,0.5,1.3,0.1,2386,192,142,2720,87.7,5.2,7.1,2353,367,2720,86.5,13.5,770,1636,290,24,2720,60.1,28.3,10.7,0.9,1568,170,982,2720,57.6,36.1,6.2,,,,,,,,
2009,6065,26840,1321.1,15178,45.1,56385,14310,868,15178,94.3,5.7,7510,7668,15178,50.5,49.5,8081,350,335,1746,1016,3650,15178,6.7,24,53.2,11.5,2.2,2.3,11122,777,138,144,76,789,1735,378,19,15178,73.3,5.1,11.4,2.5,0.5,5.2,0.9,0.9,0.1,11074,1949,2155,15178,73,14.2,12.8,9838,5340,15178,64.8,35.2,6599,7437,1016,126,15178,49,43.5,6.7,0.8,8028,1222,5928,15178,52.9,39.1,8.1,,,,,,,,
2009,6067,28829,1242.4,10363,45.1,55341.9,9427,936,10363,91,9,4973,5390,10363,52,48,5100,220,240,1291,681,2831,10363,6.6,27.3,49.2,12.5,2.3,2.1,6881,862,112,299,129,1057,644,350,29,10363,66.4,8.3,6.2,3.4,1.2,10.2,1.1,2.9,0.3,8053,1271,1039,10363,77.7,10,12.3,7506,2857,10363,72.4,27.6,3733,5734,797,99,10363,55.3,36,7.7,1,5889,789,3685,10363,56.8,35.6,7.6,,,,,,,,
2009,6071,23717.8,1241.1,12100,43.2,55130.6,10932,1168,12100,90.3,9.7,5861,6239,12100,51.6,48.4,6452,290,274,1232,660,3192,12100,5.5,26.4,53.3,10.2,2.3,2.4,7819,970,130,155,59,744,1828,380,15,12100,64.6,8,15.1,3.1,0.5,6.1,1.1,1.3,0.1,8757,1643,1700,12100,72.4,14,13.6,7326,4774,12100,60.5,39.5,5756,5621,634,89,12100,46.5,47.6,5.2,0.7,6717,1037,4346,12100,55.5,35.9,8.6,,,,,,,,
2009,6073,32451.1,1527.9,22110,44.7,63748.4,21280,830,22110,96.2,3.8,10760,11350,22110,51.3,48.7,11480,571,391,2311,1287,6070,22110,5.8,27.5,51.9,10.5,1.8,2.6,16571,952,188,412,173,2033,1138,608,35,22110,74.9,4.3,5.1,2.7,0.8,9.2,0.9,1.9,0.2,16292,3153,2665,22110,73.7,12.1,14.3,14770,7340,22110,66.8,33.2,7187,12187,2347,389,22110,55.1,32.5,10.6,1.8,13379,1323,7408,22110,60.5,33.5,6,,,,,,,,
2009,6075,42395.3,1856.2,6058,45.5,73213.2,5791,267,6058,95.6,4.4,3010,3048,6058,50.3,49.7,2358,166,87,492,360,2595,6058,5.9,42.8,38.9,8.1,1.4,2.7,3402,300,27,1148,93,656,236,175,21,6058,56.2,5,3.9,2.9,1.5,10.8,0.4,19,0.3,3745,1578,735,6058,61.8,12.1,26,3468,2590,6058,57.2,42.8,1610,3179,1093,176,6058,52.5,26.6,18,2.9,3844,376,1838,6058,63.5,30.3,6.2,,,,,,,,
2009,6077,24928,1235.6,4445,44.5,54516.5,4021,424,4445,90.5,9.5,2193,2252,4445,50.7,49.3,2350,133,105,488,274,1095,4445,6.2,24.6,52.9,11,2.4,3,2821,279,57,101,35,556,433,155,8,4445,63.5,6.3,9.7,3.5,0.8,12.5,1.3,2.3,0.2,3117,641,687,4445,70.1,15.5,14.4,2755,1690,4445,62,38,2140,2053,219,33,4445,46.2,48.1,4.9,0.7,2427,406,1612,4445,54.6,36.3,9.1,,,,,,,,
2009,6079,28987.6,1431.6,2142,46,57511.5,2059,83,2142,96.1,3.9,1092,1050,2142,49,51,1064,46,49,266,153,564,2142,7.1,26.3,49.7,12.4,2.3,2.1,1814,58,25,13,9,61,107,53,2,2142,84.7,2.7,5,2.5,0.4,2.8,1.2,0.6,0.1,1908,113,121,2142,89.1,5.6,5.3,1808,334,2142,84.4,15.6,683,1234,183,42,2142,57.6,31.9,8.5,2,1162,100,880,2142,54.2,41.1,4.7,,,,,,,,
2009,6081,45898.7,1953.7,5491,47,93464,5393,98,5491,98.2,1.8,2638,2853,5491,52,48,3084,132,80,488,345,1362,5491,6.3,24.8,56.2,8.9,1.5,2.4,3493,162,17,599,80,798,225,102,15,5491,63.6,3,4.1,1.9,1.5,14.5,0.3,10.9,0.3,3371,1330,790,5491,61.4,14.4,24.2,3147,2344,5491,57.3,42.7,1498,2980,849,164,5491,54.3,27.3,15.5,3,3441,270,1780,5491,62.7,32.4,4.9,,,,,,,,
2009,6083,30984.9,1570.3,3266,44.5,58738.1,3100,166,3266,94.9,5.1,1597,1669,3266,51.1,48.9,1608,86,70,299,214,989,3266,6.6,30.3,49.2,9.2,2.1,2.6,2648,59,43,26,13,132,273,68,4,3266,81.1,1.8,8.4,2.1,0.4,4,1.3,0.8,0.1,2431,343,492,3266,74.4,15.1,10.5,2171,1095,3266,66.5,33.5,1173,1713,315,65,3266,52.4,35.9,9.6,2,1866,197,1203,3266,57.1,36.8,6,,,,,,,,
2009,6085,41767,1818.4,13153,44.9,83286.4,12677,476,13153,96.4,3.6,6522,6631,13153,50.4,49.6,7491,316,202,1119,682,3343,13153,5.2,25.4,57,8.5,1.5,2.4,7183,278,70,1265,294,2753,945,344,21,13153,54.6,2.1,7.2,2.6,2.2,20.9,0.5,9.6,0.2,7402,3328,2423,13153,56.3,18.4,25.3,6834,6319,13153,52,48,3675,6880,2189,409,13153,52.3,27.9,16.6,3.1,7992,925,4236,13153,60.8,32.2,7,,,,,,,,
2009,6087,33741.4,1613,2084,44.6,63617.3,1989,95,2084,95.4,4.6,1031,1053,2084,50.5,49.5,1076,36,32,240,104,596,2084,5,28.6,51.6,11.5,1.5,1.7,1782,14,8,16,17,55,122,64,6,2084,85.5,0.7,5.9,3.1,0.8,2.6,0.4,0.8,0.3,1691,163,230,2084,81.1,11,7.8,1604,480,2084,77,23,620,1174,245,45,2084,56.3,29.8,11.8,2.2,1232,137,715,2084,59.1,34.3,6.6,,,,,,,,
2009,6089,25219,1005.4,1484,48.5,48669.5,1376,108,1484,92.7,7.3,709,775,1484,52.2,47.8,844,15,32,200,117,276,1484,7.9,18.6,56.9,13.5,2.2,1,1353,11,28,4,4,34,19,28,3,1484,91.2,0.7,1.3,1.9,0.3,2.3,1.9,0.3,0.2,1382,59,43,1484,93.1,2.9,4,1353,131,1484,91.2,8.8,539,857,84,4,1484,57.7,36.3,5.7,0.3,728,112,644,1484,49.1,43.4,7.5,,,,,,,,
2009,6095,30181.3,1456,3076,45.7,65357.8,2952,124,3076,96,4,1515,1561,3076,50.7,49.3,1636,73,63,363,177,764,3076,5.8,24.8,53.2,11.8,2,2.4,1764,411,25,40,19,452,214,140,11,3076,57.3,13.4,7,4.6,0.6,14.7,0.8,1.3,0.4,2345,438,293,3076,76.2,9.5,14.2,2197,879,3076,71.4,28.6,1113,1753,187,23,3076,57,36.2,6.1,0.7,1806,205,1065,3076,58.7,34.6,6.7,,,,,,,,
2009,6097,33860,1457.4,3876,47.2,62658.6,3719,157,3876,95.9,4.1,1837,2039,3876,52.6,47.4,2017,71,70,518,248,952,3876,6.4,24.6,52,13.4,1.8,1.8,3379,52,43,23,18,90,189,74,8,3876,87.2,1.3,4.9,1.9,0.5,2.3,1.1,0.6,0.2,3280,283,313,3876,84.6,8.1,7.3,3186,690,3876,82.2,17.8,1219,2217,390,50,3876,57.2,31.4,10.1,1.3,2329,233,1314,3876,60.1,33.9,6,,,,,,,,
2009,6099,24855.8,1119.9,3581,44.8,51347.7,3240,341,3581,90.5,9.5,1715,1866,3581,52.1,47.9,2002,66,68,408,219,818,3581,6.1,22.8,55.9,11.4,1.9,1.8,2912,66,28,23,8,158,279,104,3,3581,81.3,1.8,7.8,2.9,0.2,4.4,0.8,0.6,0.1,2714,354,513,3581,75.8,14.3,9.9,2349,1232,3581,65.6,34.4,1752,1644,164,21,3581,45.9,48.9,4.6,0.6,1955,338,1288,3581,54.6,36,9.4,,,,,,,,
2009,6107,21343.8,907.2,3209,43.8,44854.3,2630,579,3209,82,18,1567,1642,3209,51.2,48.8,1794,69,80,322,228,716,3209,7.1,22.3,55.9,10,2.5,2.2,2508,29,63,8,6,77,436,80,2,3209,78.2,0.9,13.6,2.5,0.2,2.4,2,0.2,0.1,2248,278,683,3209,70.1,21.3,8.7,1793,1416,3209,55.9,44.1,1821,1258,120,10,3209,39.2,56.7,3.7,0.3,1771,270,1168,3209,55.2,36.4,8.4,,,,,,,,
2009,6111,35213.4,1598.8,5960,46.2,73083,5630,330,5960,94.5,5.5,2925,3035,5960,50.9,49.1,3471,124,108,629,329,1299,5960,5.5,21.8,58.2,10.6,1.8,2.1,4567,98,47,84,53,353,610,140,8,5960,76.6,1.6,10.2,2.3,0.9,5.9,0.8,1.4,0.1,4368,813,779,5960,73.3,13.1,13.6,3998,1962,5960,67.1,32.9,2077,3185,615,83,5960,53.4,34.8,10.3,1.4,3643,349,1968,5960,61.1,33,5.9,,,,,,,,
2009,6113,31760,1264.2,1445,41.2,55884.6,1374,71,1445,95.1,4.9,674,771,1445,53.4,46.6,746,28,30,168,62,411,1445,4.3,28.4,51.6,11.6,2.1,1.9,1046,31,25,66,14,97,98,64,4,1445,72.4,2.1,6.8,4.4,1,6.7,1.7,4.6,0.3,1154,148,143,1445,79.9,9.9,10.2,1047,398,1445,72.5,27.5,423,789,183,50,1445,54.6,29.3,12.7,3.5,889,75,481,1445,61.5,33.3,5.2,,,,,,,,
2009,8000,32270.7,1112,31728,45.1,60433,30004,1724,31728,94.6,5.4,15475,16253,31728,51.2,48.8,18256,528,427,3610,1688,7219,31728,5.3,22.8,57.5,11.4,1.3,1.7,27982,925,280,135,102,577,1079,617,31,31728,88.2,2.9,3.4,1.9,0.3,1.8,0.9,0.4,0.1,28640,1228,1860,31728,90.3,5.9,3.9,27295,4433,31728,86,14,10383,17372,3578,395,31728,54.8,32.7,11.3,1.2,20276,1637,9815,31728,63.9,30.9,5.2,,,,,,,,
2009,8041,30111.2,1012.9,4489,44.5,57983.6,4238,251,4489,94.4,5.6,2174,2315,4489,51.6,48.4,2681,87,83,535,217,886,4489,4.8,19.7,59.7,11.9,1.8,1.9,3863,214,49,11,11,93,131,108,9,4489,86.1,4.8,2.9,2.4,0.2,2.1,1.1,0.2,0.2,4116,222,151,4489,91.7,3.4,4.9,3982,507,4489,88.7,11.3,1289,2584,558,58,4489,57.6,28.7,12.4,1.3,2909,229,1351,4489,64.8,30.1,5.1,,,,,,,,
2009,8123,27089.7,978.8,1684,43.2,54656.6,1584,100,1684,94.1,5.9,810,874,1684,51.9,48.1,1010,23,24,200,75,352,1684,4.5,20.9,60,11.9,1.4,1.4,1546,6,15,3,3,14,62,34,1,1684,91.8,0.4,3.7,2,0.2,0.8,0.9,0.2,0.1,1534,44,106,1684,91.1,6.3,2.6,1442,242,1684,85.6,14.4,682,874,110,18,1684,51.9,40.5,6.5,1.1,1088,96,500,1684,64.6,29.7,5.7,,,,,,,,
2009,9001,52801.8,1894,6800,47.3,102797.9,6529,271,6800,96,4,3181,3619,6800,53.2,46.8,3920,133,82,627,470,1568,6800,6.9,23.1,57.6,9.2,1.2,2,5669,523,10,59,14,190,276,52,7,6800,83.4,7.7,4.1,0.8,0.2,2.8,0.1,0.9,0.1,5446,667,687,6800,80.1,10.1,9.8,5182,1618,6800,76.2,23.8,2173,3328,1200,99,6800,48.9,32,17.6,1.5,4173,396,2231,6800,61.4,32.8,5.8,,,,,,,,
2009,9003,35000.8,1117.5,6882,47.5,68690.4,6326,556,6882,91.9,8.1,3173,3709,6882,53.9,46.1,3562,100,105,809,498,1808,6882,7.2,26.3,51.8,11.8,1.5,1.5,5513,731,24,44,7,194,299,67,3,6882,80.1,10.6,4.3,1,0.1,2.8,0.3,0.6,0,5832,607,443,6882,84.7,6.4,8.8,5408,1474,6882,78.6,21.4,2627,3221,951,83,6882,46.8,38.2,13.8,1.2,4327,362,2193,6882,62.9,31.9,5.3,,,,,,,,
2009,9005,36131.4,1179.7,1760,49.4,74477.3,1711,49,1760,97.2,2.8,829,931,1760,52.9,47.1,1080,16,9,207,146,302,1760,8.3,17.2,61.4,11.8,0.5,0.9,1696,5,3,2,0,28,14,10,2,1760,96.4,0.3,0.8,0.6,0,1.6,0.2,0.1,0.1,1631,66,63,1760,92.7,3.6,3.8,1585,175,1760,90.1,9.9,673,855,219,13,1760,48.6,38.2,12.4,0.7,1109,113,538,1760,63,30.6,6.4,,,,,,,,
2009,9007,37824,1203.2,1287,48.4,75669.9,1248,39,1287,97,3,596,691,1287,53.7,46.3,732,11,13,137,99,295,1287,7.7,22.9,56.9,10.6,1,0.9,1200,29,0,2,1,27,16,9,3,1287,93.2,2.3,1.2,0.7,0.1,2.1,0,0.2,0.2,1172,71,44,1287,91.1,3.4,5.5,1152,135,1287,89.5,10.5,450,627,189,21,1287,48.7,35,14.7,1.6,835,67,385,1287,64.9,29.9,5.2,,,,,,,,
2009,9009,32705.9,1202.1,6175,47,66075.1,5693,482,6175,92.2,7.8,2845,3330,6175,53.9,46.1,3230,77,100,677,487,1604,6175,7.9,26,52.3,11,1.6,1.2,5106,550,15,52,2,135,226,82,7,6175,82.7,8.9,3.7,1.3,0,2.2,0.2,0.8,0.1,5419,407,349,6175,87.8,5.7,6.6,5081,1094,6175,82.3,17.7,2522,2757,771,125,6175,44.6,40.8,12.5,2,3828,384,1963,6175,62,31.8,6.2,,,,,,,,
2009,9011,34258.8,1079.7,2276,47.2,69106.8,2130,146,2276,93.6,6.4,1113,1163,2276,51.1,48.9,1284,43,20,269,138,522,2276,6.1,22.9,56.4,11.8,0.9,1.9,1989,77,8,42,2,68,49,37,4,2276,87.4,3.4,2.2,1.6,0.1,3,0.4,1.8,0.2,2061,118,97,2276,90.6,4.3,5.2,1955,321,2276,85.9,14.1,882,1096,260,38,2276,48.2,38.8,11.4,1.7,1418,111,747,2276,62.3,32.8,4.9,,,,,,,,
