year,state_county,inctot,mortamt1,sex,age,ftotinc,foodstmp_1,foodstmp_2,foodstmp_All,foodstmp_1_freq,foodstmp_2_freq,sex_1,sex_2,sex_All,sex_2_freq,sex_1_freq,marst_1,marst_2,marst_3,marst_4,marst_5,marst_6,marst_All,marst_5_freq,marst_6_freq,marst_1_freq,marst_4_freq,marst_3_freq,marst_2_freq,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_All,race_1_freq,race_2_freq,race_7_freq,race_8_freq,race_5_freq,race_6_freq,race_3_freq,race_4_freq,race_9_freq,ctz_stat_1,ctz_stat_2,ctz_stat_3,ctz_stat_All,ctz_stat_1_freq,ctz_stat_3_freq,ctz_stat_2_freq,lang_1,lang_2,lang_All,lang_1_freq,lang_2_freq,educ_attain_1.0,educ_attain_2.0,educ_attain_3.0,educ_attain_4.0,educ_attain_All,educ_attain_2.0_freq,educ_attain_1.0_freq,educ_attain_3.0_freq,educ_attain_4.0_freq,empstat_1.0,empstat_2.0,empstat_3.0,empstat_All,empstat_1.0_freq,empstat_3.0_freq,empstat_2.0_freq,state_po,county_name,democrat,green,liberitarian,other,republican,winner
2012,12103,26930.8,887.4,8747,51.8,47930.1,7665,1082,8747,87.6,12.4,4079,4668,8747,53.4,46.6,4175,203,196,1450,854,1869,8747,9.8,21.4,47.7,16.6,2.2,2.3,7594,706,28,24,9,237,46,93,10,8747,86.8,8.1,0.5,1.1,0.1,2.7,0.3,0.3,0.1,7651,660,436,8747,87.5,5,7.5,7632,1115,8747,87.3,12.7,3476,4370,803,98,8747,50,39.7,9.2,1.1,4548,455,3744,8747,52,42.8,5.2,FL,PINELLAS,239104,0,0,5340,213258,0
2016,12103,28545.8,824.7,9116,52.3,50595,8088,1028,9116,88.7,11.3,4232,4884,9116,53.6,46.4,4432,185,149,1511,834,2005,9116,9.1,22,48.6,16.6,1.6,2,7930,650,32,34,5,260,106,89,10,9116,87,7.1,1.2,1,0.1,2.9,0.4,0.4,0.1,7973,759,384,9116,87.5,4.2,8.3,7943,1173,9116,87.1,12.9,3287,4834,876,119,9116,53,36.1,9.6,1.3,4810,255,4051,9116,52.8,44.4,2.8,FL,PINELLAS,233701,0,0,19501,239201,1
2008,49000,24353.7,783.9,5373,43.4,50843.8,5091,282,5373,94.8,5.2,2653,2720,5373,50.6,49.4,3686,91,49,445,288,814,5373,5.4,15.1,68.6,8.3,0.9,1.7,5019,20,163,10,3,41,75,40,2,5373,93.4,0.4,1.4,0.7,0.1,0.8,3,0.2,0,5132,83,158,5373,95.5,2.9,1.5,4821,552,5373,89.7,10.3,2172,2848,297,56,5373,53,40.4,5.5,1,3293,118,1962,5373,61.3,36.5,2.2,,,,,,,,
2020,12103,32018.5,937,6207,53.2,61441.8,5752,455,6207,92.7,7.3,2942,3265,6207,52.6,47.4,3066,141,82,968,557,1393,6207,9,22.4,49.4,15.6,1.3,2.3,5115,396,15,18,2,146,114,382,19,6207,82.4,6.4,1.8,6.2,0,2.4,0.2,0.3,0.3,5423,546,238,6207,87.4,3.8,8.8,5377,830,6207,86.6,13.4,1967,3375,776,89,6207,54.4,31.7,12.5,1.4,3170,175,2862,6207,51.1,46.1,2.8,FL,PINELLAS,277450,912,4268,876,276209,0
2008,12105,23561.1,785.5,5205,48.4,46522.2,4747,458,5205,91.2,8.8,2469,2736,5205,52.6,47.4,3020,95,105,628,417,940,5205,8,18.1,58,12.1,2,1.8,4388,517,23,9,4,81,131,47,5,5205,84.3,9.9,2.5,0.9,0.1,1.6,0.4,0.2,0.1,4604,251,350,5205,88.5,6.7,4.8,4391,814,5205,84.4,15.6,2761,2132,275,37,5205,41,53,5.3,0.7,2792,201,2212,5205,53.6,42.5,3.9,FL,POLK,113865,0,0,2090,128878,1
2012,12105,20184.5,658.8,5450,49.1,40826.3,4423,1027,5450,81.2,18.8,2631,2819,5450,51.7,48.3,2817,116,137,673,469,1238,5450,8.6,22.7,51.7,12.3,2.5,2.1,4532,662,18,9,5,64,66,91,3,5450,83.2,12.1,1.2,1.7,0.1,1.2,0.3,0.2,0.1,4909,257,284,5450,90.1,5.2,4.7,4682,768,5450,85.9,14.1,2822,2293,301,34,5450,42.1,51.8,5.5,0.6,2545,344,2561,5450,46.7,47,6.3,FL,POLK,114622,0,0,2484,131577,1
2016,12105,21776,646.1,5574,49.6,44517.8,4752,822,5574,85.3,14.7,2667,2907,5574,52.2,47.8,2878,127,125,715,476,1253,5574,8.5,22.5,51.6,12.8,2.2,2.3,4643,666,12,17,3,54,92,75,12,5574,83.3,11.9,1.7,1.3,0.1,1,0.2,0.3,0.2,5006,302,266,5574,89.8,4.8,5.4,4693,881,5574,84.2,15.8,2746,2473,316,39,5574,44.4,49.3,5.7,0.7,2790,175,2609,5574,50.1,46.8,3.1,FL,POLK,117433,0,0,9451,157430,1
2008,50000,27029.6,706.9,4796,47.4,53392.3,4443,353,4796,92.6,7.4,2278,2518,4796,52.5,47.5,2724,54,67,590,331,1030,4796,6.9,21.5,56.8,12.3,1.4,1.1,4649,16,15,5,4,20,25,59,3,4796,96.9,0.3,0.5,1.2,0.1,0.4,0.3,0.1,0.1,4596,117,83,4796,95.8,1.7,2.4,4550,246,4796,94.9,5.1,2064,2132,533,67,4796,44.5,43,11.1,1.4,3114,136,1546,4796,64.9,32.2,2.8,,,,,,,,
2008,51000,33115.9,1202.8,43063,46.2,66876.1,40780,2283,43063,94.7,5.3,20663,22400,43063,52,48,25142,877,991,4027,2976,9050,43063,6.9,21,58.4,9.4,2.3,2,34126,5542,127,291,74,1746,642,474,41,43063,79.2,12.9,1.5,1.1,0.2,4.1,0.3,0.7,0.1,38237,2455,2371,43063,88.8,5.5,5.7,37813,5250,43063,87.8,12.2,17790,19830,4773,670,43063,46,41.3,11.1,1.6,27137,1111,14815,43063,63,34.4,2.6,,,,,,,,
2020,12105,22659.9,700.3,3813,49.7,52197.7,3296,517,3813,86.4,13.6,1854,1959,3813,51.4,48.6,1890,73,62,456,307,1025,3813,8.1,26.9,49.6,12,1.6,1.9,2644,495,15,10,1,62,261,308,17,3813,69.3,13,6.8,8.1,0,1.6,0.4,0.3,0.4,3356,256,201,3813,88,5.3,6.7,3135,678,3813,82.2,17.8,1803,1720,258,32,3813,45.1,47.3,6.8,0.8,1806,101,1906,3813,47.4,50,2.6,FL,POLK,145049,425,2595,601,194586,1
2008,12109,39054.6,1234.5,1487,47.7,75612.8,1437,50,1487,96.6,3.4,692,795,1487,53.5,46.5,976,21,16,154,92,228,1487,6.2,15.3,65.6,10.4,1.1,1.4,1385,49,4,3,0,21,10,15,0,1487,93.1,3.3,0.7,1,0,1.4,0.3,0.2,0,1377,73,37,1487,92.6,2.5,4.9,1374,113,1487,92.4,7.6,444,837,179,27,1487,56.3,29.9,12,1.8,900,47,540,1487,60.5,36.3,3.2,FL,ST. JOHNS,35791,0,0,831,69222,1
2008,12111,24274.9,978,2067,49,44758.6,1920,147,2067,92.9,7.1,992,1075,2067,52,48,1154,39,45,261,185,383,2067,9,18.5,55.8,12.6,2.2,1.9,1671,278,2,6,1,36,52,20,1,2067,80.8,13.4,2.5,1,0,1.7,0.1,0.3,0,1747,153,167,2067,84.5,8.1,7.4,1715,352,2067,83,17,1031,887,131,18,2067,42.9,49.9,6.3,0.9,1099,119,849,2067,53.2,41.1,5.8,FL,ST. LUCIE,67125,0,0,942,52512,0
2012,12111,21839.4,787,1697,51,44214,1426,271,1697,84,16,812,885,1697,52.2,47.8,926,35,31,215,174,316,1697,10.3,18.6,54.6,12.7,1.8,2.1,1347,269,3,1,2,24,29,20,2,1697,79.4,15.9,1.7,1.2,0.1,1.4,0.2,0.1,0.1,1430,150,117,1697,84.3,6.9,8.8,1415,282,1697,83.4,16.6,805,757,120,15,1697,44.6,47.4,7.1,0.9,778,118,801,1697,45.8,47.2,7,FL,ST. LUCIE,65869,0,0,956,56202,0
2016,12111,21231.4,697.6,1659,51.9,41749.8,1439,220,1659,86.7,13.3,768,891,1659,53.7,46.3,890,31,35,209,151,343,1659,9.1,20.7,53.6,12.6,2.1,1.9,1302,255,12,7,0,22,32,25,4,1659,78.5,15.4,1.9,1.5,0,1.3,0.7,0.4,0.2,1357,177,125,1659,81.8,7.5,10.7,1351,308,1659,81.4,18.6,759,780,113,7,1659,47,45.8,6.8,0.4,761,50,848,1659,45.9,51.1,3,FL,ST. LUCIE,66881,0,0,3677,70289,1
2020,12111,24334.2,821.4,1134,50.6,52237.4,988,146,1134,87.1,12.9,548,586,1134,51.7,48.3,576,35,15,152,106,250,1134,9.3,22,50.8,13.4,1.3,3.1,788,191,6,1,0,14,37,93,4,1134,69.5,16.8,3.3,8.2,0,1.2,0.5,0.1,0.4,988,95,51,1134,87.1,4.5,8.4,958,176,1134,84.5,15.5,484,569,73,8,1134,50.2,42.7,6.4,0.7,489,27,618,1134,43.1,54.5,2.4,FL,ST. LUCIE,84137,209,768,224,86831,1
2008,12113,26377.5,800.5,1189,46.1,50960.7,1101,88,1189,92.6,7.4,587,602,1189,50.6,49.4,788,28,21,116,66,170,1189,5.6,14.3,66.3,9.8,1.8,2.4,1070,42,10,9,1,35,6,16,0,1189,90,3.5,0.5,1.3,0.1,2.9,0.8,0.8,0,1109,47,33,1189,93.3,2.8,4,1101,88,1189,92.6,7.4,449,651,81,8,1189,54.8,37.8,6.8,0.7,755,34,400,1189,63.5,33.6,2.9,FL,SANTA ROSA,19470,0,0,743,55972,1
2012,12113,26159.8,839.1,1161,47,58287.8,1034,127,1161,89.1,10.9,579,582,1161,50.1,49.9,690,26,21,155,70,199,1161,6,17.1,59.4,13.4,1.8,2.2,1033,65,5,6,2,15,11,22,2,1161,89,5.6,0.9,1.9,0.2,1.3,0.4,0.5,0.2,1113,31,17,1161,95.9,1.5,2.7,1092,69,1161,94.1,5.9,481,594,73,13,1161,51.2,41.4,6.3,1.1,608,50,503,1161,52.4,43.3,4.3,FL,SANTA ROSA,17768,0,0,892,58186,1
2016,12113,25503.7,751.5,1139,47.9,55625.2,988,151,1139,86.7,13.3,591,548,1139,48.1,51.9,642,28,23,140,80,226,1139,7,19.8,56.4,12.3,2,2.5,981,82,12,2,0,25,8,25,4,1139,86.1,7.2,0.7,2.2,0,2.2,1.1,0.2,0.4,1074,44,21,1139,94.3,1.8,3.9,1058,81,1139,92.9,7.1,428,592,112,7,1139,52,37.6,9.8,0.6,574,22,543,1139,50.4,47.7,1.9,FL,SANTA ROSA,18464,0,0,3942,65339,1
2020,12113,25235.7,864.5,883,48.1,57475.3,805,78,883,91.2,8.8,481,402,883,45.5,54.5,462,27,18,86,54,236,883,6.1,26.7,52.3,9.7,2,3.1,691,94,2,2,1,8,24,59,2,883,78.3,10.6,2.7,6.7,0.1,0.9,0.2,0.2,0.2,837,30,16,883,94.8,1.8,3.4,825,58,883,93.4,6.6,386,409,80,8,883,46.3,43.7,9.1,0.9,426,26,431,883,48.2,48.8,2.9,FL,SANTA ROSA,27612,122,1645,164,77385,1
2008,53000,25690.8,870.5,12514,47.3,48504.2,11323,1191,12514,90.5,9.5,6086,6428,12514,51.4,48.6,7612,208,174,1551,868,2101,12514,6.9,16.8,60.8,12.4,1.4,1.7,11283,89,291,35,16,165,382,236,17,12514,90.2,0.7,3.1,1.9,0.1,1.3,2.3,0.3,0.1,11476,404,634,12514,91.7,5.1,3.2,11286,1228,12514,90.2,9.8,5052,6404,901,157,12514,51.2,40.4,7.2,1.3,6895,359,5260,12514,55.1,42,2.9,,,,,,,,
2008,12115,32154.7,1018,3462,55.5,56088.7,3335,127,3462,96.3,3.7,1573,1889,3462,54.6,45.4,2060,55,48,461,371,467,3462,10.7,13.5,59.5,13.3,1.4,1.6,3275,109,7,1,0,29,19,21,1,3462,94.6,3.1,0.5,0.6,0,0.8,0.2,0,0,3069,210,183,3462,88.6,5.3,6.1,3094,368,3462,89.4,10.6,1356,1706,355,45,3462,49.3,39.2,10.3,1.3,1665,139,1658,3462,48.1,47.9,4,FL,SARASOTA,102686,0,0,1770,102897,1
2012,12115,27626.1,845.5,3460,56.1,49324.4,3129,331,3460,90.4,9.6,1578,1882,3460,54.4,45.6,1874,65,46,514,391,570,3460,11.3,16.5,54.2,14.9,1.3,1.9,3243,132,10,6,1,25,15,21,7,3460,93.7,3.8,0.4,0.6,0,0.7,0.3,0.2,0.2,3072,212,176,3460,88.8,5.1,6.1,3070,390,3460,88.7,11.3,1248,1771,407,34,3460,51.2,36.1,11.8,1,1506,170,1784,3460,43.5,51.6,4.9,FL,SARASOTA,95119,0,0,1857,110504,1
2016,12115,31563.4,867.9,3806,57.2,58547.9,3530,276,3806,92.7,7.3,1752,2054,3806,54,46,2149,83,51,535,422,566,3806,11.1,14.9,56.5,14.1,1.3,2.2,3550,116,16,11,3,48,28,29,5,3806,93.3,3,0.7,0.8,0.1,1.3,0.4,0.3,0.1,3335,260,211,3806,87.6,5.5,6.8,3406,400,3806,89.5,10.5,1287,1966,471,82,3806,51.7,33.8,12.4,2.2,1624,78,2104,3806,42.7,55.3,2,FL,SARASOTA,97870,0,0,6755,124438,1
2020,12115,35608.9,954.9,2680,59.4,68544,2547,133,2680,95,5,1233,1447,2680,54,46,1492,70,25,367,266,460,2680,9.9,17.2,55.7,13.7,0.9,2.6,2335,94,7,14,0,35,41,144,10,2680,87.1,3.5,1.5,5.4,0,1.3,0.3,0.5,0.4,2365,202,113,2680,88.2,4.2,7.5,2389,291,2680,89.1,10.9,829,1390,396,65,2680,51.9,30.9,14.8,2.4,1067,54,1559,2680,39.8,58.2,2,FL,SARASOTA,120110,284,1507,304,148370,1
2008,12117,32711.6,1102.8,3342,46.3,62627.6,3204,138,3342,95.9,4.1,1575,1767,3342,52.9,47.1,1882,63,57,398,226,716,3342,6.8,21.4,56.3,11.9,1.7,1.9,2808,261,5,9,4,120,90,43,2,3342,84,7.8,2.7,1.3,0.1,3.6,0.1,0.3,0.1,2909,244,189,3342,87,5.7,7.3,2787,555,3342,83.4,16.6,1072,1907,334,29,3342,57.1,32.1,10,0.9,2237,126,979,3342,66.9,29.3,3.8,FL,SEMINOLE,99335,0,0,1490,105070,1
2012,12117,26908.3,923.5,3226,46.7,53355.4,2904,322,3226,90,10,1480,1746,3226,54.1,45.9,1692,49,74,438,231,742,3226,7.2,23,52.4,13.6,2.3,1.5,2684,322,6,26,3,96,37,46,6,3226,83.2,10,1.1,1.4,0.1,3,0.2,0.8,0.2,2799,296,131,3226,86.8,4.1,9.2,2679,547,3226,83,17,1040,1828,318,40,3226,56.7,32.2,9.9,1.2,1918,183,1125,3226,59.5,34.9,5.7,FL,SEMINOLE,96445,0,0,2232,109943,1
2016,12117,30145.6,884,3486,47.4,59144.1,3185,301,3486,91.4,8.6,1624,1862,3486,53.4,46.6,1916,63,59,398,225,825,3486,6.5,23.7,55,11.4,1.7,1.8,2862,299,4,17,1,151,77,63,12,3486,82.1,8.6,2.2,1.8,0,4.3,0.1,0.5,0.3,2941,375,170,3486,84.4,4.9,10.8,2829,657,3486,81.2,18.8,964,2067,398,57,3486,59.3,27.7,11.4,1.6,2132,106,1248,3486,61.2,35.8,3,FL,SEMINOLE,105914,0,0,9539,109443,1
2020,12117,30791.8,903,2389,48.2,63999.5,2217,172,2389,92.8,7.2,1127,1262,2389,52.8,47.2,1230,43,29,280,167,640,2389,7,26.8,51.5,11.7,1.2,1.8,1638,246,9,30,1,83,112,253,17,2389,68.6,10.3,4.7,10.6,0,3.5,0.4,1.3,0.7,2015,247,127,2389,84.3,5.3,10.3,1874,515,2389,78.4,21.6,695,1365,284,45,2389,57.1,29.1,11.9,1.9,1428,85,876,2389,59.8,36.7,3.6,FL,SEMINOLE,132528,406,2215,425,125241,0
2008,12127,24455.9,917.7,4155,49.7,46442.8,3934,221,4155,94.7,5.3,1951,2204,4155,53,47,2300,88,58,549,401,759,4155,9.7,18.3,55.4,13.2,1.4,2.1,3708,259,13,8,4,49,70,43,1,4155,89.2,6.2,1.7,1,0.1,1.2,0.3,0.2,0,3812,207,136,4155,91.7,3.3,5,3691,464,4155,88.8,11.2,1807,2040,268,40,4155,49.1,43.5,6.5,1,2231,141,1783,4155,53.7,42.9,3.4,FL,VOLUSIA,127795,0,0,2091,113938,0
2008,54000,20707.2,537.1,14654,48.1,41326.7,13067,1587,14654,89.2,10.8,6964,7690,14654,52.5,47.5,8307,215,228,1770,1405,2729,14654,9.6,18.6,56.7,12.1,1.6,1.5,13974,412,32,19,5,56,17,134,5,14654,95.4,2.8,0.1,0.9,0,0.4,0.2,0.1,0,14457,114,83,14654,98.7,0.6,0.8,14361,293,14654,98,2,8462,5234,859,99,14654,35.7,57.7,5.9,0.7,7562,388,6704,14654,51.6,45.7,2.6,,,,,,,,
2008,55000,25857.3,739.9,34946,47.2,52438.5,33243,1703,34946,95.1,4.9,17273,17673,34946,50.6,49.4,21560,421,311,3337,2436,6881,34946,7,19.7,61.7,9.5,0.9,1.2,32806,1026,273,50,10,315,218,234,14,34946,93.9,2.9,0.6,0.7,0,0.9,0.8,0.1,0,33818,532,596,34946,96.8,1.7,1.5,33001,1945,34946,94.4,5.6,17109,15614,2015,208,34946,44.7,49,5.8,0.6,22598,988,11360,34946,64.7,32.5,2.8,,,,,,,,
2012,13015,20691.7,643.4,656,46.2,43086,536,120,656,81.7,18.3,301,355,656,54.1,45.9,374,9,9,100,59,105,656,9,16,57,15.2,1.4,1.4,583,58,2,0,0,1,8,3,1,656,88.9,8.8,1.2,0.5,0,0.2,0.3,0,0.2,634,11,11,656,96.6,1.7,1.7,628,28,656,95.7,4.3,374,252,28,2,656,38.4,57,4.3,0.3,363,45,248,656,55.3,37.8,6.9,GA,BARTOW,8396,0,0,530,26876,1
2016,13015,24306.7,727.8,706,46.9,46978.5,584,122,706,82.7,17.3,330,376,706,53.3,46.7,402,18,13,97,48,128,706,6.8,18.1,56.9,13.7,1.8,2.5,627,57,4,0,0,1,10,7,0,706,88.8,8.1,1.4,1,0,0.1,0.6,0,0,678,9,19,706,96,2.7,1.3,670,36,706,94.9,5.1,362,304,37,3,706,43.1,51.3,5.2,0.4,388,24,294,706,55,41.6,3.4,GA,BARTOW,8212,0,0,1427,29911,1
2020,13015,27533.1,765.5,434,46.6,55364.4,401,33,434,92.4,7.6,220,214,434,49.3,50.7,236,12,11,53,32,90,434,7.4,20.7,54.4,12.2,2.5,2.8,356,39,2,1,0,7,11,18,0,434,82,9,2.5,4.1,0,1.6,0.5,0.2,0,414,13,7,434,95.4,1.6,3,407,27,434,93.8,6.2,208,189,36,1,434,43.5,47.9,8.3,0.2,261,9,164,434,60.1,37.8,2.1,GA,BARTOW,12092,0,701,0,37674,1
2008,13021,24099.5,715.6,1222,46.1,49029.1,1049,173,1222,85.8,14.2,556,666,1222,54.5,45.5,538,28,34,166,106,350,1222,8.7,28.6,44,13.6,2.8,2.3,646,534,4,5,0,11,6,16,0,1222,52.9,43.7,0.5,1.3,0,0.9,0.3,0.4,0,1182,23,17,1222,96.7,1.4,1.9,1175,47,1222,96.2,3.8,601,525,84,12,1222,43,49.2,6.9,1,660,56,506,1222,54,41.4,4.6,GA,BIBB,38987,0,0,344,27037,0
2012,13021,19218.7,671.8,1364,46.2,42918,1023,341,1364,75,25,599,765,1364,56.1,43.9,504,43,52,188,110,467,1364,8.1,34.2,37,13.8,3.8,3.2,650,673,2,3,0,22,5,9,0,1364,47.7,49.3,0.4,0.7,0,1.6,0.1,0.2,0,1326,15,23,1364,97.2,1.7,1.1,1322,42,1364,96.9,3.1,666,589,97,12,1364,43.2,48.8,7.1,0.9,649,82,633,1364,47.6,46.4,6,GA,BIBB,38585,0,0,510,25623,0
2016,13021,20981.9,608.4,1292,47,40865.1,1056,236,1292,81.7,18.3,571,721,1292,55.8,44.2,486,25,41,174,132,434,1292,10.2,33.6,37.6,13.5,3.2,1.9,611,609,3,7,0,33,6,22,1,1292,47.3,47.1,0.5,1.7,0,2.6,0.2,0.5,0.1,1224,41,27,1292,94.7,2.1,3.2,1215,77,1292,94,6,602,568,107,15,1292,44,46.6,8.3,1.2,629,35,628,1292,48.7,48.6,2.7,GA,BIBB,36787,0,0,1766,24043,0
2020,13021,20338.3,685.5,857,46.8,40122.1,709,148,857,82.7,17.3,393,464,857,54.1,45.9,306,23,28,138,65,297,857,7.6,34.7,35.7,16.1,3.3,2.7,402,401,6,0,0,11,5,31,1,857,46.9,46.8,0.6,3.6,0,1.3,0.7,0,0.1,836,17,4,857,97.5,0.5,2,827,30,857,96.5,3.5,369,375,100,13,857,43.8,43.1,11.7,1.5,385,31,441,857,44.9,51.5,3.6,GA,BIBB,43468,0,749,0,26585,0
2012,13045,19008.8,621.3,730,44.6,41879.9,600,130,730,82.2,17.8,348,382,730,52.3,47.7,378,9,15,102,60,166,730,8.2,22.7,51.8,14,2.1,1.2,604,104,1,1,0,6,8,6,0,730,82.7,14.2,1.1,0.8,0,0.8,0.1,0.1,0,704,12,14,730,96.4,1.9,1.6,699,31,730,95.8,4.2,400,277,42,11,730,37.9,54.8,5.8,1.5,370,49,311,730,50.7,42.6,6.7,GA,CARROLL,12688,0,0,581,28280,1
2008,56000,28218.4,784.3,4204,46.1,57404.6,4019,185,4204,95.6,4.4,2058,2146,4204,51,49,2582,78,41,469,288,746,4204,6.9,17.7,61.4,11.2,1,1.9,3943,36,85,4,3,18,41,73,1,4204,93.8,0.9,1,1.7,0.1,0.4,2,0.1,0,4100,40,64,4204,97.5,1.5,1,3984,220,4204,94.8,5.2,1747,2182,240,35,4204,51.9,41.6,5.7,0.8,2816,78,1310,4204,67,31.2,1.9,,,,,,,,
2009,1000,22135.3,614.4,22879,47.2,44600.7,20166,2713,22879,88.1,11.9,10760,12119,22879,53,47,12835,367,576,2847,2133,4121,22879,9.3,18,56.1,12.4,2.5,1.6,17506,4572,171,15,14,151,130,306,14,22879,76.5,20,0.6,1.3,0.1,0.7,0.7,0.1,0.1,22226,216,437,22879,97.1,1.9,0.9,22028,851,22879,96.3,3.7,12079,9338,1319,143,22879,40.8,52.8,5.8,0.6,11821,1339,9719,22879,51.7,42.5,5.9,,,,,,,,
2009,1003,28215.7,883.1,1216,49,53255.6,1141,75,1216,93.8,6.2,578,638,1216,52.5,47.5,794,30,27,132,80,153,1216,6.6,12.6,65.3,10.9,2.2,2.5,1100,80,7,2,0,3,11,13,0,1216,90.5,6.6,0.9,1.1,0,0.2,0.6,0.2,0,1179,15,22,1216,97,1.8,1.2,1175,41,1216,96.6,3.4,485,619,100,12,1216,50.9,39.9,8.2,1,665,46,505,1216,54.7,41.5,3.8,,,,,,,,
2009,1015,22107.5,607.3,877,47.5,47853.2,772,105,877,88,12,400,477,877,54.4,45.6,470,12,17,112,82,184,877,9.4,21,53.6,12.8,1.9,1.4,713,140,5,1,1,4,8,4,1,877,81.3,16,0.9,0.5,0.1,0.5,0.6,0.1,0.1,859,6,12,877,97.9,1.4,0.7,848,29,877,96.7,3.3,465,356,49,7,877,40.6,53,5.6,0.8,457,49,371,877,52.1,42.3,5.6,,,,,,,,
2009,1055,21615.5,625.4,859,48.4,44387.3,759,100,859,88.4,11.6,403,456,859,53.1,46.9,484,14,17,113,82,149,859,9.5,17.3,56.3,13.2,2,1.6,728,103,4,4,1,4,1,14,0,859,84.7,12,0.1,1.6,0.1,0.5,0.5,0.5,0,841,4,14,859,97.9,1.6,0.5,837,22,859,97.4,2.6,449,370,37,3,859,43.1,52.3,4.3,0.3,419,54,386,859,48.8,44.9,6.3,,,,,,,,
2009,1073,26907.4,798,4658,46.7,52732.7,4176,482,4658,89.7,10.3,2093,2565,4658,55.1,44.9,2275,79,139,587,414,1164,4658,8.9,25,48.8,12.6,3,1.7,2905,1600,12,19,1,27,53,39,2,4658,62.4,34.3,1.1,0.8,0,0.6,0.3,0.4,0,4460,63,135,4658,95.7,2.9,1.4,4419,239,4658,94.9,5.1,1887,2296,434,41,4658,49.3,40.5,9.3,0.9,2635,275,1748,4658,56.6,37.5,5.9,,,,,,,,
2009,1081,25012.2,766.6,1398,39.8,41014.3,1303,95,1398,93.2,6.8,665,733,1398,52.4,47.6,682,22,28,139,79,448,1398,5.7,32,48.8,9.9,2,1.6,1063,277,5,8,1,22,7,14,1,1398,76,19.8,0.5,1,0.1,1.6,0.4,0.6,0.1,1336,22,40,1398,95.6,2.9,1.6,1316,82,1398,94.1,5.9,447,755,139,57,1398,54,32,9.9,4.1,829,74,495,1398,59.3,35.4,5.3,,,,,,,,
2009,1097,23515.1,738.3,2822,46.1,46176.6,2426,396,2822,86,14,1279,1543,2822,54.7,45.3,1432,65,91,352,261,621,2822,9.2,22,50.7,12.5,3.2,2.3,1896,817,19,8,0,42,11,27,2,2822,67.2,29,0.4,1,0,1.5,0.7,0.3,0.1,2710,43,69,2822,96,2.4,1.5,2676,146,2822,94.8,5.2,1406,1239,159,18,2822,43.9,49.8,5.6,0.6,1520,192,1110,2822,53.9,39.3,6.8,,,,,,,,
2009,1117,34916.1,952.7,1491,45.1,71412.9,1429,62,1491,95.8,4.2,706,785,1491,52.6,47.4,1014,21,18,136,80,222,1491,5.4,14.9,68,9.1,1.2,1.4,1335,111,3,3,2,10,17,10,0,1491,89.5,7.4,1.1,0.7,0.1,0.7,0.2,0.2,0,1417,30,44,1491,95,3,2,1408,83,1491,94.4,5.6,489,835,150,17,1491,56,32.8,10.1,1.1,957,60,474,1491,64.2,31.8,4,,,,,,,,
2009,1125,24459.7,698.8,1375,42.6,45800.2,1273,102,1375,92.6,7.4,655,720,1375,52.4,47.6,712,21,24,178,72,368,1375,5.2,26.8,51.8,12.9,1.7,1.5,1039,307,4,7,0,4,4,10,0,1375,75.6,22.3,0.3,0.7,0,0.3,0.3,0.5,0,1330,8,37,1375,96.7,2.7,0.6,1312,63,1375,95.4,4.6,580,678,107,10,1375,49.3,42.2,7.8,0.7,795,61,519,1375,57.8,37.7,4.4,,,,,,,,
2009,2000,27600.5,910.5,3226,43.3,63800.2,2699,527,3226,83.7,16.3,1720,1506,3226,46.7,53.3,1662,121,58,329,152,904,3226,4.7,28,51.5,10.2,1.8,3.8,1973,46,941,3,9,85,24,142,3,3226,61.2,1.4,0.7,4.4,0.3,2.6,29.2,0.1,0.1,3050,89,87,3226,94.5,2.7,2.8,2535,691,3226,78.6,21.4,1463,1549,193,21,3226,48,45.4,6,0.7,1909,281,1036,3226,59.2,32.1,8.7,,,,,,,,
2009,2020,37539.9,1234.3,1370,42.5,71198,1277,93,1370,93.2,6.8,669,701,1370,51.2,48.8,730,41,34,171,65,329,1370,4.7,24,53.3,12.5,2.5,3,1002,81,78,9,3,109,28,58,2,1370,73.1,5.9,2,4.2,0.2,8,5.7,0.7,0.1,1200,111,59,1370,87.6,4.3,8.1,1154,216,1370,84.2,15.8,421,799,134,16,1370,58.3,30.7,9.8,1.2,955,59,356,1370,69.7,26,4.3,,,,,,,,
2009,4000,19800.5,759.5,7923,48.3,42325.9,6623,1300,7923,83.6,16.4,3994,3929,7923,49.6,50.4,4296,218,193,945,611,1660,7923,7.7,21,54.2,11.9,2.4,2.8,5806,167,1270,5,16,91,374,183,11,7923,73.3,2.1,4.7,2.3,0.2,1.1,16,0.1,0.1,7127,335,461,7923,90,5.8,4.2,5593,2330,7923,70.6,29.4,3973,3517,389,44,7923,44.4,50.1,4.9,0.6,3468,516,3939,7923,43.8,49.7,6.5,,,,,,,,
